price_usd,price_rub_log,distance_kms,trip_time_minutes,total_time_minutes,speed_kmh,trip_type_uberblack,trip_type_uberx,surge_multiplier,trip_type_uberelka,price_per_km,trip_start_time_year,temperature_time_year,weather_partly_cloudy_night,trip_start_time_hour,temperature_time_hour,feels_like,cloudness,temp_hour_interaction,temperature_value,rub_usd_exchange_rate,temperature_time_month,trip_start_time_month,dropoff_long,pickup_long,vehicle_make,vehicle_model,weather_desc,ride_hailing_app_Uber,trip_type_Comfort,trip_type_EconomyFix,trip_type_uberBEAUTY,trip_type_uberBLACK,trip_type_uberELKA,trip_type_uberSELECT,trip_type_uberX,city_Moscow,city_Saint Petersburg,weather_main_clear-night,weather_main_cloudy,weather_main_fog,weather_main_partly-cloudy-day,weather_main_partly-cloudy-night,weather_main_rain,weather_main_snow,weather_main_wind,precipitation_rain,precipitation_snow,trip_start_time_timeofday_evening,trip_start_time_timeofday_morning,trip_start_time_timeofday_night,temperature_time_timeofday_evening,temperature_time_timeofday_morning,temperature_time_timeofday_night
3.34,5.438079308923196,6.42,19.266666666666666,29.0,13.282758620689656,0,1,1.0,0,35.66978193146417,2016,2016,0,18,18,1.0,0.92,54.0,3.0,67.75,3,3,30.37748,30.409305,other,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2.83,5.272999558563747,5.92,14.716666666666667,24.0,14.799999999999999,0,1,1.0,0,32.770270270270274,2016,2016,0,19,19,-1.0,1.0,38.0,2.0,67.75,3,3,30.41038312,30.37655971,other,other,Overcast,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2.0,4.912654885736052,1.79,11.233333333333333,14.0,6.852631578947369,0,1,1.0,0,81.56596794081382,2016,2016,0,13,13,6.0,0.75,91.0,7.0,67.5,4,4,30.3453303,30.34800947,other,other,Light Rain,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1.93,4.875197323201151,2.15,5.7,12.0,16.125,0,0,1.0,0,60.46511627906977,2016,2016,0,14,14,6.0,0.75,98.0,7.0,67.5,4,4,30.32068648,30.3474822,Hyundai,Solaris,Light Rain,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
12.97,6.55250788703459,33.97,46.03333333333333,51.0,42.4875,0,0,1.0,0,38.89602053915276,2016,2016,0,10,10,6.0,0.31,60.0,6.0,67.75,4,4,30.2742717,30.4094353,Mercedes-Benz,other,Partly Cloudy,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
3.07,5.3471075307174685,6.74,16.066666666666666,26.0,15.553846153846154,0,1,1.0,0,31.008902077151333,2016,2016,0,13,13,11.0,0.3,143.0,11.0,67.75,4,4,30.3539099,30.4094166,other,other,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5.5,5.91350300563827,15.08,30.616666666666667,36.0,25.133333333333333,0,1,1.0,0,24.46949602122016,2016,2016,0,16,16,11.0,0.17,176.0,11.0,67.11,4,4,30.5116066,30.3368916,Volkswagen,Polo,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.97,6.55250788703459,33.97,37.15,38.0,42.4875,0,1,1.0,0,21.891418563922944,2016,2016,0,7,7,-1.0,0.75,14.0,2.0,67.35,4,4,30.274495,30.4094353,Ford,Focus,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
2.45,5.10594547390058,4.23,12.15,20.0,12.690000000000001,0,1,1.0,0,38.77068557919621,2016,2016,0,8,8,0.0,0.34,16.0,2.0,66.86,4,4,30.4283223,30.4094523,Kia,Rio,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
3.26,5.4116460518550396,6.24,16.3,17.0,22.023529411764706,0,1,1.0,0,35.73717948717949,2016,2016,0,17,17,14.0,0.77,238.0,14.0,67.75,4,4,30.4092156,30.3545545,Volkswagen,Polo,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3.7,5.501258210544727,10.61,17.116666666666667,24.0,26.525,0,1,1.0,0,22.99717247879359,2016,2016,0,17,17,6.0,0.75,136.0,8.0,65.87,4,4,30.409313,30.3310455,Skoda,Octavia,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3.18,5.3471075307174685,7.08,15.716666666666667,17.0,24.988235294117647,0,1,1.0,0,29.519774011299436,2016,2016,0,18,18,8.0,0.08,162.0,9.0,65.68,4,4,30.3181126,30.4040423,Volkswagen,Polo,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3.17,5.342334251964811,6.78,15.916666666666666,19.0,21.410526315789475,0,1,1.0,0,30.678466076696164,2016,2016,0,19,19,7.0,0.46,171.0,9.0,65.68,4,4,30.39639894,30.31802745,Kia,Rio,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4.18,5.605802066295998,11.33,20.266666666666666,27.0,25.177777777777777,0,1,1.0,0,23.918799646954987,2016,2016,0,11,11,15.0,0.71,165.0,15.0,64.88,5,5,30.3664563,30.4094622,Chevrolet,Cruze,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1.72,4.727387818712341,2.38,6.533333333333333,13.0,10.984615384615383,0,1,1.0,0,47.05882352941177,2016,2016,0,15,15,18.0,0.23,270.0,18.0,66.38,5,5,30.4094435,30.3871148,Nissan,other,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.48,5.4510384535657,8.01,18.033333333333335,23.0,20.895652173913042,0,1,1.0,0,28.963795255930087,2016,2016,0,12,12,17.0,0.6,204.0,17.0,66.62,5,5,30.4092243,30.3363214,Renault,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1.72,4.6848128136402885,1.79,5.7,12.0,6.852631578947369,0,1,1.0,0,81.56596794081382,2016,2016,0,9,9,17.0,0.02,153.0,17.0,65.37,5,5,30.4094523,30.4094523,Ford,Focus,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
4.1,5.594711379601839,10.99,20.233333333333334,34.0,19.394117647058824,0,1,1.0,0,24.385805277525023,2016,2016,0,10,10,17.0,0.0,170.0,17.0,65.37,5,5,30.3664563,30.4094781,Kia,other,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2.85,5.241747015059643,5.33,14.483333333333333,26.0,12.299999999999999,0,1,1.0,0,35.272045028142585,2016,2016,0,13,13,21.0,0.0,273.0,21.0,65.92,5,5,30.515515,30.4839616,Kia,other,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.82,5.765191102784844,9.4,28.9,36.0,15.666666666666668,0,1,1.0,0,33.82978723404255,2016,2016,0,14,14,22.0,0.04,308.0,22.0,65.92,5,5,30.5182,30.4448344,Hyundai,Solaris,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.87,5.7745515455444085,14.68,24.116666666666667,28.0,31.457142857142856,0,1,1.0,0,21.86648501362398,2016,2016,0,15,15,21.0,0.03,315.0,21.0,65.92,5,5,30.3664563,30.5190454,Kia,other,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3.13,5.332718793265369,7.11,15.316666666666666,20.0,21.330000000000002,0,1,1.0,0,28.973277074542896,2016,2016,0,11,11,18.0,0.0,198.0,18.0,65.92,5,5,30.4350383,30.38448893,other,other,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2.06,4.919980925828125,3.77,8.55,18.0,12.566666666666666,0,1,1.0,0,36.07427055702918,2016,2016,0,18,18,17.0,0.23,306.0,17.0,65.92,5,5,30.4092433,30.4346699,other,other,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
3.74,5.497168225293202,8.14,19.466666666666665,25.0,19.536,0,1,1.0,0,29.85257985257985,2016,2016,0,18,18,7.0,0.38,180.0,10.0,65.02,5,5,30.3664563,30.4443433,Hyundai,Solaris,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3.25,5.356586274672012,5.39,17.733333333333334,19.0,17.021052631578947,0,1,1.0,0,39.14656771799629,2016,2016,0,13,13,13.0,0.31,169.0,13.0,65.02,5,5,30.2796237,30.3285024,Renault,other,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5.78,5.934894195619588,15.14,31.633333333333333,44.0,20.645454545454548,0,1,1.0,0,24.90092470277411,2016,2016,0,15,15,17.0,0.34,255.0,17.0,65.21,5,5,30.3664563,30.43496,Nissan,Almera,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3.28,5.3706380281276624,6.47,17.066666666666666,19.0,20.431578947368422,0,1,1.0,0,33.0757341576507,2016,2016,0,18,18,16.0,0.09,288.0,16.0,65.21,5,5,30.3902412,30.3325837,other,other,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
4.09,5.5909869805108565,13.04,18.016666666666666,28.0,27.94285714285714,0,1,1.0,0,20.47546012269939,2016,2016,0,20,20,15.0,0.08,300.0,15.0,65.21,5,5,30.4092925,30.3894396,Renault,other,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
4.94,5.777652323222656,12.05,26.916666666666668,31.0,23.32258064516129,0,1,1.0,0,26.72199170124481,2016,2016,0,11,11,18.0,0.53,198.0,18.0,65.21,5,5,30.2742717,30.3829156,Hyundai,Solaris,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
6.5,6.052089168924417,17.11,36.4,44.0,23.331818181818182,0,1,1.0,0,24.78082992402104,2016,2016,0,12,12,18.0,0.74,216.0,18.0,65.21,5,5,30.2742717,30.2808294,Hyundai,Solaris,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1.98,4.867534450455582,3.01,8.366666666666667,12.0,15.049999999999999,0,1,1.0,0,42.85714285714286,2016,2016,0,15,15,19.0,0.73,285.0,19.0,65.21,5,5,30.3212733,30.36025,Chevrolet,Cruze,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2.52,5.111987788356544,4.22,12.35,18.0,14.066666666666666,0,1,1.0,0,39.09952606635071,2016,2016,0,20,20,18.0,0.11,342.0,18.0,65.59,5,5,30.4009095,30.4337998,other,other,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2.16,4.948759890378168,3.7,9.233333333333333,16.0,13.875,0,1,1.0,0,37.83783783783784,2016,2016,0,9,9,15.0,0.39,135.0,15.0,64.79,5,5,30.4282379,30.4091675,Nissan,other,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
3.72,5.488937726156687,8.16,19.216666666666665,25.0,19.584,0,1,1.0,0,29.534313725490197,2016,2016,0,15,15,18.0,0.73,270.0,18.0,64.79,5,5,30.3664563,30.4447168,Hyundai,Solaris,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
3.85,5.552959584921617,5.09,24.5,28.0,10.907142857142857,0,1,1.0,0,50.491159135559926,2016,2016,0,14,14,14.0,0.83,196.0,14.0,66.75,5,5,30.3240396,30.2894103,Ford,Focus,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4.97,5.808142489980444,6.73,33.56666666666667,47.0,8.591489361702129,0,1,1.0,0,49.33135215453194,2016,2016,0,16,16,16.0,0.0,256.0,16.0,66.79,5,5,30.48967066,30.45970193,other,other,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.74,5.940171252720432,20.68,26.433333333333334,34.0,36.49411764705882,0,1,1.0,0,18.878504672897197,2016,2016,0,12,12,15.0,0.86,180.0,15.0,66.04,5,5,30.3664563,30.4093783,Hyundai,Solaris,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5.86,5.961005339623274,15.98,32.266666666666666,42.0,22.82857142857143,0,1,1.0,0,24.217772215269086,2016,2016,0,16,16,16.0,0.0,256.0,16.0,66.04,5,5,30.4350016,30.4500699,Chevrolet,other,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.72,4.6848128136402885,1.85,5.7,12.0,15.857142857142858,0,1,1.0,0,43.78378378378378,2016,2016,0,10,10,16.0,0.0,160.0,16.0,66.1,5,5,30.3664563,30.4529883,Volkswagen,Polo,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2.48,5.111987788356544,1.79,15.533333333333333,27.0,6.852631578947369,0,1,1.0,0,81.56596794081382,2016,2016,0,17,17,23.0,0.4,342.0,23.0,66.42,5,5,30.3569789,30.3561423,Nissan,other,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
1.76,4.74493212836325,3.38,5.8,18.0,11.266666666666667,0,1,1.0,0,33.72781065088758,2016,2016,0,18,18,16.0,0.47,288.0,16.0,64.7,6,6,30.4591656,30.3664563,Hyundai,Solaris,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
3.63,5.4638318050256105,10.11,16.4,24.0,25.275,0,1,1.0,0,23.24431256181998,2016,2016,0,21,21,13.0,0.59,273.0,13.0,64.7,6,6,30.4092168,30.3664563,Renault,other,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
4.15,5.605802066295998,10.17,21.533333333333335,28.0,21.79285714285714,0,1,1.0,0,26.64700098328417,2016,2016,0,16,16,10.0,0.44,160.0,10.0,65.37,6,6,30.4092936,30.3331713,other,other,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2.17,4.962844630259907,4.6,8.65,13.0,21.23076923076923,0,1,1.0,0,30.869565217391308,2016,2016,0,15,15,13.0,0.89,195.0,13.0,65.37,6,6,30.43489,30.40917,Kia,other,Light Rain,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
3.2,5.3471075307174685,9.96,12.883333333333333,22.0,27.163636363636368,0,1,1.0,0,20.983935742971887,2016,2016,0,21,21,7.0,0.98,207.0,9.0,65.37,6,6,30.4092121,30.3664563,Renault,other,Overcast,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3.45,5.424950017481403,10.53,14.75,20.0,31.59,0,1,1.0,0,21.462488129154796,2016,2016,1,21,21,7.0,0.39,184.0,8.0,65.57,6,6,30.4092333,30.3664563,other,other,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
3.86,5.537334267018537,11.6,17.416666666666668,22.0,31.636363636363637,0,1,1.0,0,21.810344827586206,2016,2016,0,14,14,22.0,0.72,308.0,22.0,65.53,6,6,30.3664563,30.4092966,Nissan,Almera,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5.01,5.799092654460526,13.31,26.683333333333334,35.0,22.817142857142855,0,1,1.0,0,24.718256949661907,2016,2016,0,19,19,20.0,0.53,342.0,19.0,65.73,6,6,30.3664563,30.4094616,Kia,Rio,Light Rain,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
6.17,5.993961427306569,13.6,36.483333333333334,40.0,20.400000000000002,0,1,1.0,0,29.411764705882355,2016,2016,0,19,19,20.0,0.75,342.0,20.0,64.78,6,6,30.3664563,30.4092835,Nissan,other,Light Rain,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
4.09,5.583496308781699,12.34,18.45,25.0,29.616,0,1,1.0,0,21.47487844408428,2016,2016,0,14,14,18.0,0.83,252.0,18.0,64.78,6,6,30.3664563,30.409208,Nissan,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1.72,4.6848128136402885,1.79,5.7,12.0,7.963636363636364,0,1,1.0,0,58.9041095890411,2016,2016,0,13,13,15.0,0.99,195.0,15.0,64.57,6,6,30.4593071,30.3664563,Renault,other,Drizzle,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
3.78,5.497168225293202,10.8,16.783333333333335,25.0,25.92,0,1,1.0,0,22.5,2016,2016,0,20,20,20.0,0.34,342.0,20.0,64.27,6,6,30.3664563,30.4043866,other,other,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
2.09,4.927253685157205,4.51,7.966666666666667,15.0,18.04,0,1,1.0,0,30.376940133037696,2016,2016,0,14,14,22.0,0.36,308.0,22.0,65.68,6,6,30.45857875,30.48592733,Kia,Rio,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2.86,5.241747015059643,5.05,14.716666666666667,16.0,18.9375,0,1,1.0,0,37.22772277227723,2016,2016,0,14,14,23.0,0.53,322.0,23.0,65.68,6,6,30.3664563,30.45920346,Kia,Rio,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1.78,4.770684624465665,3.93,5.7,12.0,23.580000000000002,0,1,1.0,0,29.770992366412212,2016,2016,0,16,16,22.0,0.76,342.0,22.0,65.68,6,6,30.3664563,30.43993951,other,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3.35,5.3706380281276624,7.23,16.233333333333334,25.0,17.352,0,1,1.0,0,29.598893499308435,2016,2016,0,20,20,17.0,0.47,340.0,17.0,63.84,7,7,30.3664563,30.4548636,Kia,Rio,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2.3,4.997212273764115,4.7,9.216666666666667,19.0,14.842105263157896,0,1,1.0,0,31.27659574468085,2016,2016,0,7,7,16.0,0.7,80.0,16.0,63.95,7,7,30.4417715,30.3664563,other,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
4.66,5.713732805509369,14.24,21.8,27.0,31.644444444444446,0,1,1.0,0,21.207865168539325,2016,2016,0,14,14,20.0,0.96,280.0,20.0,64.85,7,7,30.3664563,30.51229209,Volkswagen,other,Overcast,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.08,4.912654885736052,3.51,8.633333333333333,17.0,12.388235294117647,0,1,1.0,0,38.46153846153847,2016,2016,0,16,16,22.0,0.8,342.0,22.0,64.85,7,7,30.5130624,30.4772765,Chevrolet,Cruze,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
4.41,5.659482215759621,12.33,21.516666666666666,25.0,29.592,0,1,1.0,0,23.195458231954582,2016,2016,0,17,17,22.0,0.96,342.0,22.0,64.85,7,7,30.3664563,30.5156966,Kia,other,Overcast,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2.63,5.1647859739235145,23.7,21.933333333333334,38.0,37.421052631578945,0,0,1.0,0,18.878504672897197,2016,2016,0,13,13,22.0,0.87,286.0,22.0,66.05,7,7,30.2742717,30.32792004,other,other,Mostly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2.26,5.0106352940962555,3.74,18.366666666666667,36.0,6.852631578947369,0,0,1.0,0,39.839572192513366,2016,2016,0,15,15,21.0,0.97,315.0,21.0,66.05,7,7,30.337705,30.29146833,Kia,Rio,Overcast,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.28,5.857933154483459,9.54,46.43333333333333,57.0,10.042105263157895,0,0,1.0,0,36.58280922431866,2016,2016,0,18,18,21.0,0.8,342.0,21.0,66.05,7,7,30.3534883,30.481841,Skoda,Rapid,Mostly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2.54,5.14166355650266,2.77,14.516666666666667,22.0,7.554545454545456,0,1,1.0,0,61.371841155234655,2016,2016,0,13,13,20.0,0.4,260.0,20.0,67.0,8,8,30.3857551,30.3848588,Renault,other,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2.21,5.003946305945459,2.64,11.383333333333333,22.0,7.200000000000001,0,1,1.0,0,56.060606060606055,2016,2016,0,15,15,20.0,0.42,300.0,20.0,67.0,8,8,30.330195,30.3180066,other,other,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1.72,4.74493212836325,3.38,5.8,12.0,22.533333333333335,0,1,1.0,0,33.72781065088758,2016,2016,0,16,16,21.0,0.31,336.0,21.0,66.83,8,8,30.4771267,30.4715117,Kia,Rio,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2.83,5.231108616854587,4.92,14.6,25.0,11.808,0,1,1.0,0,37.80487804878049,2016,2016,0,12,12,21.0,0.6,252.0,21.0,65.68,8,8,30.4359283,30.3664563,Hyundai,Solaris,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
9.38,6.410174881966167,33.97,42.53333333333333,49.0,42.4875,0,1,1.0,0,18.878504672897197,2016,2016,0,14,14,22.0,0.69,308.0,22.0,64.72,8,8,30.3664563,30.29690886,Volkswagen,Polo,Breezy and Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2.78,5.198497031265826,5.89,12.8,26.0,13.592307692307692,0,1,1.0,0,30.560271646859086,2016,2016,0,18,18,21.0,0.39,342.0,21.0,64.69,8,8,30.4884533,30.419565,Volkswagen,other,Breezy and Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
2.47,5.075173815233827,4.88,10.75,20.0,14.64,0,1,1.0,0,32.58196721311475,2016,2016,0,16,16,17.0,0.15,272.0,17.0,64.46,9,9,30.4202133,30.3664563,Volkswagen,Polo,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.41,5.652489180268651,7.0,26.516666666666666,37.0,11.35135135135135,0,1,1.0,0,40.57142857142857,2016,2016,0,18,18,15.0,0.47,270.0,15.0,64.46,9,9,30.3664563,30.4193367,Mitsubishi,other,Partly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
6.71,6.068425588244111,12.47,42.0,56.0,13.360714285714286,0,1,1.0,0,34.56295108259823,2016,2016,0,8,8,14.0,0.99,112.0,14.0,64.22,9,9,30.4283336,30.3664563,Volkswagen,Polo,Overcast,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1.72,4.700480365792417,2.57,5.95,13.0,11.86153846153846,0,1,1.0,0,42.41245136186771,2016,2016,0,14,14,16.0,0.72,224.0,16.0,64.77,9,9,30.4411117,30.4682167,other,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5.16,5.814130531825066,10.33,30.266666666666666,38.0,16.310526315789474,0,1,1.0,0,32.33301064859632,2016,2016,0,14,14,18.0,0.1,252.0,18.0,64.73,9,9,30.3604083,30.3664563,other,other,Clear,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.16,4.948759890378168,3.22,9.65,17.0,11.364705882352942,0,1,1.0,0,43.47826086956521,2016,2016,0,15,15,18.0,0.24,270.0,18.0,64.73,9,9,30.3241667,30.3562683,Volkswagen,Polo,Breezy,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.06,5.303304908059076,1.79,8.3,18.0,6.852631578947369,0,0,1.0,0,81.56596794081382,2016,2016,0,14,14,12.0,0.76,168.0,12.0,65.28,9,9,30.3566308,30.3566398,Mercedes-Benz,other,Mostly Cloudy,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1.72,4.6848128136402885,1.79,5.7,12.0,12.299999999999999,0,1,1.0,0,53.04878048780488,2016,2016,0,16,16,12.0,0.75,192.0,12.0,63.67,9,9,30.2742717,30.2808294,Kia,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1.72,4.6848128136402885,1.79,5.7,13.0,8.26153846153846,0,1,1.0,0,54.18994413407821,2016,2016,0,18,18,11.0,0.8,198.0,11.0,63.67,9,9,30.2742717,30.2808294,other,other,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
2.23,4.969813299576001,4.33,9.033333333333333,15.0,17.32,0,1,1.0,0,33.02540415704388,2016,2016,0,11,11,6.0,0.93,99.0,9.0,64.08,9,9,30.4888283,30.478185,Kia,Rio,Mostly Cloudy,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1.72,4.6848128136402885,1.79,5.7,12.0,6.852631578947369,0,1,1.0,0,81.56596794081382,2016,2016,0,13,13,6.0,1.0,117.0,9.0,64.08,9,9,30.4968999,30.4968999,Skoda,Rapid,Overcast,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
